,ID_CLEAN,DESCRIPTION,Comments,ISSUED_DATE,EXPIRATION_DATE,Property_ID
346572,1807396000.0,Solar Panels,Install solar electric panels on roof of existing house with any upgrades  when applicable  specified by Design; To be interconnected with home electrical system.  JB-0216557  10.7 KW 32 Panels,6/21/17 9:10,12/21/17 0:00,111394.0
346648,300205000.0,Roofing,Remove existing roof and replace with new ice and water shield and new architectural roof shingles and rubber roof at the back (flat) side.Remove and replace existing skylights on the roof. Carpentry repairs as needed  to include fascia/ soffit/ siding on the back of the building under the roof.,7/31/17 11:28,1/31/18 0:00,119770.0
346655,1704846000.0,Solar Panels,Install 6.6kW (22 panels) rooftop solar array,7/31/17 13:26,1/31/18 0:00,147355.0
346660,,Roofing,approx 25000 sqft remove 8 skylight/ dormers and install 10 pieces of 2x6 frame to each skylight hole install 3/4 cdx plywood over framing to cover holes install 8 new curbing for new skylight 4x4 remove old epdm rubber membrane from roof,6/12/17 9:08,12/12/17 0:00,0.0
346695,1802937000.0,Solar Panels,Install roof mounted solar system 46 panels 12.88kW,6/13/17 10:36,12/13/17 0:00,2758.0
346734,1900482000.0,Interior/Exterior Work,Install 16 rooftop solar panels with monitoring equipment,6/22/17 12:08,12/22/17 0:00,28528.0
346753,604123000.0,Renovations -Interior  NSC,Renovation and relocation of the existing bathroom and kitchen  Addition of a vented hood ;;Addition of natural gas fireplace  Relocation of washer/dryer ; Replacement of existing boiler in basement with more energy efficient type. Removal of existing hot water heater in basement. New boiler inside the unit ; lighting and power relocations. Water shutoffs will be added,6/9/17 13:49,12/9/17 0:00,109885.0
346764,1201018000.0,Solar Panels,Install solar electric panels on roof of existing house with any upgrades  when applicable  specified by Design; To be interconnected with home electrical system.  JB-0216562  6.5KW 20 Panels,6/21/17 9:10,12/21/17 0:00,123091.0
346836,1904973000.0,Solar Panels,Install roof mounted solar system 15 panels 4.2kW,6/13/17 10:36,12/13/17 0:00,17341.0
346854,1901766000.0,Renovations -Interior  NSC,Renovation of the kitchen on the first floor unit  upgrade electrical and plumbing  remove a chimney that is not been used  insulation blue board and plaster patch and refinish floors  install cabinets  reuse existing appliances.,6/13/17 10:50,12/13/17 0:00,50091.0
346874,1902213000.0,Roofing,Strip and reroof entire roof installing CertainTeed asphalt shingles in accordance with state and local codes,6/13/17 13:17,12/13/17 0:00,4452.0
346932,1800531004.0,Solar Panels,To install and wire solar;panels on roof,8/2/17 14:01,2/2/18 0:00,44549.0
346974,1902902000.0,Roofing,Strip and reroof entire house install certainteed asphalt shingles in accordance with state and local codes,6/15/17 9:08,12/15/17 0:00,34768.0
347009,1811985000.0,Solar Panels,"Install 6.27kW solar panels on roof. Will not exceed roof panel  but will add 6"" to roof height. 22 total panels.",6/19/17 8:49,12/19/17 0:00,135758.0
347035,1801893003.0,Solar Panels,Install solar electric panels on roof of existing house with any upgrades  when applicable  specified by Design; To be interconnected with home electrical system.  JB-0216569 5.2 KW 16 Panels,6/21/17 9:10,12/21/17 0:00,56748.0
347081,1803887000.0,Solar Panels,Installation of 18 solar pv modules,7/13/17 11:32,1/13/18 0:00,114353.0
347108,1904133110.0,Interior/Exterior Work,Install a skylight in an existing opening. no structural work being done.,6/22/17 15:21,12/22/17 0:00,111825.0
347144,,Solar Panels,"Install 10.26kW solar panels on roof. Will not exceed roof panel  but will add 6"" to roof height. 36 total panels.",6/20/17 11:41,12/20/17 0:00,165012.0
347163,2101354000.0,Renovations -Interior  NSC,replace damaged drywall  carpet  mechanicals  trim and cabinetry  new roof and skylights ,4/14/11 8:22,10/14/11 0:00,111439.0
347190,,Renovations - Exterior,Repairs to front stairs as per The Environment Department approved scope of work. Rebuild front stoop in kind. Repair and reuse existing railings.,7/17/17 13:34,1/17/18 0:00,164686.0
347264,1200238000.0,Interior/Exterior Work,Install new rubber membrane roof. Line existing chimney. Replace existing skylight. Repair ceiling 3rd floor. Install 4 vinyl replacement windows. Install new gas water heater. Install new gas fired heater in living room with power vent. Install new sheetrock over existing walls in kitchen. remove existing wall and base cabinets and install 10 lf of base cabinets and countertop and 10 lf of wall cabinets. Install new vinyl floor tiles in kitchen. Install new sink and faucet. Paint kitchen completely.,6/29/17 8:42,12/29/17 0:00,96751.0
347329,1809410000.0,Solar Panels,Install roof mounted solar system 8 panels 2.24kW,7/10/17 14:32,1/10/18 0:00,64808.0
347330,1801802004.0,Solar Panels,install roof mounted solar system 27 panels 7.56kW,7/10/17 14:32,1/10/18 0:00,118586.0
347331,1806824000.0,Solar Panels,install roof mounted solar system 22 panels 6.16kW,7/10/17 14:32,1/10/18 0:00,77558.0
347340,2201911000.0,Excavation  Borings Test Pits,"We will be drilling 1 environmental soil boring in the sidewalk.  The boring will be 3"" in diameter and will be 20' deep.  Drilling will be done with a direct-push rig.",4/14/11 14:45,10/14/11 0:00,73250.0
347406,1701280000.0,Solar Panels,Install solar electric panels on roof of existing house with any upgrades  when applicable  specified by Design; To be interconnected with home electrical system.  JB-0216567   3.25 KW 10 Panels,6/27/17 9:11,12/27/17 0:00,136175.0
347526,2002862010.0,Solar Panels,43 panel solar installation on the rooftop,6/29/17 13:38,12/29/17 0:00,67296.0
347533,1100066000.0,Renovations -Interior  NSC,3th floor area:> Replace kitchen cabinets  Demo standing shower install new one  install ceramic tiles on bathroom floor  install new vanity & sink  replace skylight in bathroom build new closet wall  install pocket door in laundry room  new drain & water lines connection for laundry room  refinish hardwood floor.,6/28/17 15:44,12/28/17 0:00,28184.0
347556,2100682000.0,Roofing,New rubber roof and replace 2 skylights,6/28/17 12:37,12/28/17 0:00,86429.0
347628,,Other,Tufts University M&V Building Roof Level  remove exiting skylights  roof opening infills  defunct HVAC equipment  ductwork and piping. No structural  egress or occupancy changes.,4/22/11 11:20,10/22/11 0:00,166034.0
347633,1804575000.0,Solar Panels,Install roof mounted solar system 11 panels 3.08kW,7/10/17 14:32,1/10/18 0:00,34034.0
347634,1807190000.0,Solar Panels,install roof mounted solar system 12 panels 3.36kW,7/10/17 14:32,1/10/18 0:00,151247.0
347644,602654000.0,Renovations -Interior  NSC,Minor remodel of the Sweetgreen Restaurant. Work to include replacing some equipment  minor electrical and plumbing work  new painting. No fire alarm or sprinkler work.,6/29/17 8:23,12/29/17 0:00,42112.0
347658,1000307000.0,Interior/Exterior Work,Mold remediation of water damaged sheetrock and carpet/flooring. Make environmentally safe. Violation #V94334,4/15/11 9:57,10/15/11 0:00,341862.0
347659,1000306000.0,Interior/Exterior Work,Mold remediation of water damaged sheetrock and carpet/flooring. Make environmentally safe. Violation #V94334,4/15/11 9:57,10/15/11 0:00,341862.0
347687,1703973000.0,Solar Panels,Install 6.7kW ( 20 panels) rooftop solar array,7/19/17 8:55,1/19/18 0:00,33725.0
347712,,Solar Panels,"Install 8.265kW solar panels on roof. Will not exceed roof panel  but will add 6"" to roof height. 29 total panels.",7/6/17 11:57,1/6/18 0:00,162185.0
347733,1805424000.0,Solar Panels,Install solar electric panels on roof of existing house with any upgrades  when applicable  specified by Design; To be interconnected with home electrical system.  JB-0216571  5.8 KW 18 Panels,7/7/17 14:36,1/7/18 0:00,43051.0
347793,1801745000.0,Solar Panels,Install roof mounted solar system 15 panels 4.2kW,7/10/17 14:32,1/10/18 0:00,118549.0
347795,1808373010.0,Solar Panels,"Install 12.18kW solar panels on roof. Will not exceed roof panel  but will add 6"" to roof height. 42 total panels.",7/6/17 11:55,1/6/18 0:00,126961.0
347800,2003800000.0,Solar Panels,"Install 4.64kW solar panels on roof. Will not exceed roof panel  but will add 6"" to roof height. 16 total panels.",7/6/17 11:56,1/6/18 0:00,67023.0
347838,1904332001.0,Solar Panels,install roof  mounted solar system 12 panels 3.48kW,7/10/17 14:32,1/10/18 0:00,26458.0
347858,1807197000.0,Solar Panels,Installation of 4.8 kW rooftop solar PV array (15 modules),7/18/17 13:55,1/18/18 0:00,85360.0
347909,104738000.0,Renovations -Interior  NSC,first floor apartment 3 new outlets  2 new doorsreplace shower  toilet  vanity sink  green board plaster finish  new ceramic tile,4/21/11 9:52,10/21/11 0:00,146780.0
347924,1001900000.0,Solar Panels,Installation of a safe and code compliant  grid tied PV solar system on an existing residential roof. 32 Panels / 11.04 kW,7/17/17 12:38,1/17/18 0:00,118910.0
347938,800688000.0,Renovations -Interior  NSC,Replace vinyl tile in the kitchen  replace interior walls  replaced 3 heating units with high efficiency units and baseboard heat  renovate 1 bathroom  install new windows  repair roof  replace door  patch and paint 2nd and 3rd floors,4/19/11 9:46,10/19/11 0:00,63472.0
348019,1100391000.0,Renovations -Interior  NSC,Replace existing Kitchen cabinets  tile backsplash  install countertops  repaint kitchen walls  refinish hardwoods  replace existing skylights. ( unit # 1 ),7/10/17 13:20,1/10/18 0:00,89548.0
348066,2006533000.0,Solar Panels,Installation of a 4.8kW roof mounted solar array using 16 Silfab SLA300M modules  16 Enphase M250-60-2LL-S22 micro inverters  and all associated electrical work.,7/14/17 12:53,1/14/18 0:00,107441.0
348171,203732000.0,Interior/Exterior Work,repair and replace;two skylights - work inadvently left off other short form,7/14/17 9:59,1/14/18 0:00,70467.0
348173,1809683000.0,Solar Panels,Install 14 modules solar panels on roof each panel has 280 watts,11/14/17 16:38,5/14/18 0:00,84706.0
348215,1803729000.0,Solar Panels,Installation of 10.23 kW rooftop solar PV array (31 modules),7/27/17 13:31,1/27/18 0:00,352641.0
348218,2009713000.0,Solar Panels,Installation of 12.06 kW rooftop solar PV array (36 modules),7/27/17 13:31,1/27/18 0:00,106444.0
348288,1904209000.0,Solar Panels,"Install 9.86kW solar panels on roof. Will not exceed roof panel  but will add 6"" to roof height. 34 total panels.",7/26/17 10:19,1/26/18 0:00,58868.0
348296,1811985002.0,Solar Panels,Install solar electric panels on roof of existing house with any upgrades  when applicable  specified by Design; To be interconnected with home electrical system.  JB-0216595  8.4 KW 28 Panels,7/20/17 15:43,1/20/18 0:00,135760.0
348298,1902379000.0,Solar Panels,Install 4.02kW (12 panels) rooftop solar array,7/19/17 8:55,1/19/18 0:00,97983.0
348353,1404772000.0,Solar Panels,Install 20 solar pv panels on roof,8/2/17 14:01,2/2/18 0:00,148723.0
348385,2004329000.0,Roofing,Strip and reroof entire house installing certainteed asphalt shingles in accordance with state and local codes,7/18/17 13:30,1/18/18 0:00,96511.0
348426,1301500000.0,Solar Panels,Install 4.845kw (17 panels) roof top solar array,7/19/17 8:55,1/19/18 0:00,111243.0
348433,1902997000.0,Solar Panels,Install a 5.4 kW DC solar electric system consisting of 18 solar panels onto existing roof structure.,8/8/17 11:15,2/8/18 0:00,128901.0
348443,2007853000.0,Solar Panels,"Install 3.48kW solar panels on roof. Will not exceed roof panel  but will add 6"" to roof height. 12 total panels.",7/26/17 10:17,1/26/18 0:00,6396.0
348450,1302876000.0,Solar Panels,"Install 10.545kW solar panels on roof. Will not exceed roof panel  but will add 6"" to roof height. 37 total panels.",7/26/17 10:13,1/26/18 0:00,6535.0
348452,1803619000.0,Solar Panels,"Install 6.96kW solar panels on roof. Will not exceed roof panel  but will add 6"" to roof height. 24 total panels.",7/26/17 10:16,1/26/18 0:00,124841.0
348453,1904133430.0,Solar Panels,"Install 5.8kW solar panels on roof. Will not exceed roof panel  but will add 6"" to roof height. 20 total panels.",7/26/17 10:24,1/26/18 0:00,72048.0
348466,1602084000.0,Renovations -Interior  NSC,1st Floor Unit -Renovate existing kitchen  Renovate 2 bathrooms 2nd Floor Unit - Renovate existing kitchen  Renovate two bathrooms  Remove wall in second floor living room  Install two skylights,7/19/17 8:38,1/19/18 0:00,148417.0
348571,2003572000.0,Roofing,Strip rubber roof off and install new epdm rubber membrane in accordance with state and local codes,7/20/17 11:49,1/20/18 0:00,83832.0
348671,401882000.0,Interior/Exterior Work,General Skylight Repairs: We will be repairing/replacing the atrium skylight glazing sealants  cleaning and painting atrium steel truss  and replacing existing light fixtures.,8/14/17 11:14,2/14/18 0:00,157056.0
348688,,Solar Panels,"Install 7.54kW solar panels on roof. Will not exceed roof panel  but will add 6"" to roof height. 26 total panels.",7/26/17 10:22,1/26/18 0:00,65036.0
348700,1902588000.0,Solar Panels,Installation of a safe and code compliant  grid tied PV solar system on an existing residential roof. 17 Panels / 5.559 kW,7/31/17 13:56,1/31/18 0:00,88718.0
348718,2200078000.0,Solar Panels,Installation of 10 roof-mounted solar PV panels (3.20 kW),8/2/17 13:25,2/2/18 0:00,150718.0
348737,1300922000.0,Solar Panels,"Install 9.28kW solar panels on roof. Will not exceed roof panel  but will add 6"" to roof height. 32 total panels.",7/26/17 10:26,1/26/18 0:00,146642.0
348771,1803528000.0,Roofing,Strip off front driveway hip section only . Install certainteed asphalt shingles in accordance with state and local codes.,7/25/17 12:16,1/25/18 0:00,44912.0
348794,2002890001.0,Solar Panels,Install 10.72kW (32 panels) rooftop solar array,7/31/17 13:26,1/31/18 0:00,350885.0
348863,1903802100.0,Solar Panels,Install solar electric panels on roof of existing house with any upgrades  when applicable  specified by Design; To be interconnected with home electrical system.  JB-0216549  4.55 KW 14 Panels,9/12/17 8:42,3/12/18 0:00,2286.0
348891,2001813000.0,Solar Panels,Roof installation of 36 solar panels,8/3/17 13:32,2/3/18 0:00,2292.0
348957,1603373000.0,Roofing,Remove existing shingles install new asphalt shingles install 3 skylights,8/8/17 14:33,2/8/18 0:00,8299.0
348980,1812268064.0,Solar Panels,install roof mounted solar system 27 panels 7.56kW,8/15/17 14:36,2/15/18 0:00,125212.0
348982,1801329000.0,Solar Panels,install roof mounted solar system 41 panels 11.48kW,8/15/17 14:36,2/15/18 0:00,141082.0
349010,,Solar Panels,Installation of 37 solar panels.  29 panels on rear (east) roof and 9 on side (south) roof.  Panels will be mounted with Iron Ridge racking system.,7/31/17 9:17,1/31/18 0:00,165384.0
349113,2003110000.0,Solar Panels,Installation of a 24.75 roof mounted solar array consisting of 90 Global Solar Energy FG-1BTM  275 watt modules.,8/1/17 9:25,2/1/18 0:00,67346.0
349130,502219000.0,Roofing,fix leaking roof  repair sheetrock cieling where necessary  replace skylight w new flashing.,5/6/11 13:14,11/6/11 0:00,3502.0
349147,2101820000.0,Excavation  Borings Test Pits,Conducting 5 environmental test borings within the site building,4/26/11 14:31,10/26/11 0:00,37677.0
349182,1602117000.0,Solar Panels,installing 38 panel 10.83 kW solar system,8/8/17 15:41,2/8/18 0:00,148460.0
349196,1807310009.0,Solar Panels,install roof mounted solar system 16 panels 4.56kW,8/10/17 12:20,2/10/18 0:00,18985.0
349197,1806002000.0,Solar Panels,install roof mounted solar system 17 panels 4.8kW,8/10/17 12:20,2/10/18 0:00,33586.0
349201,1702292000.0,Solar Panels,Installing 12 panel 3.42 solar system,8/17/17 11:11,2/17/18 0:00,16019.0
349225,1810648000.0,Solar Panels,To build and wire solar pv system on the roof,8/2/17 14:01,2/2/18 0:00,12503.0
349284,1804496000.0,Solar Panels,Install solar electric panels on roof of existing house with any upgrades  when applicable  specified by Design; To be interconnected with home electrical system.  JB-0216606  5.4 KW 18 Panels,8/11/17 11:31,2/11/18 0:00,172899.0
349375,1900544000.0,Renovations -Interior  NSC,bathroom renovation....new shower  reuse toilet  new sink  interior modifications (mouldings and trim),4/26/11 14:52,10/26/11 0:00,31198.0
349383,1804870001.0,Solar Panels,install roof mounted solar system 8 panels 2.28kW,8/10/17 12:30,2/10/18 0:00,45667.0
349384,,Solar Panels,install roof mounted solar system 18 panels 5.13kW,8/10/17 12:20,2/10/18 0:00,116763.0
349409,2009765000.0,Solar Panels,"Install 4.35kW solar panels on roof.  Will not exceed roof panel  but will add 6"" to roof height. 15 total panels.",8/17/17 11:16,2/17/18 0:00,64360.0
349451,1804264000.0,Solar Panels,install roof mounted solar system 22 panels 6.27kW,8/10/17 12:20,2/10/18 0:00,110936.0
349467,1901682000.0,Roofing,Install Epdm Membrane roof on detached garage in accordance with state and local codes,8/9/17 9:13,2/9/18 0:00,50045.0
349525,1702501010.0,Solar Panels,Install 8.64kW (27 panels) rooftop solar array,8/10/17 13:22,2/10/18 0:00,93151.0
349534,1806513000.0,Solar Panels,install roof mounted solar system 17 panels 4.8kW,8/10/17 12:20,2/10/18 0:00,98254.0
349611,1808517004.0,Solar Panels,install roof mounted solar system 26 panels 7.41kW,8/28/17 15:00,2/28/18 0:00,150666.0
349635,1807526000.0,Solar Panels,install roof mounted solar system 10 panels 2.8kW,8/10/17 12:20,2/10/18 0:00,4924.0
349685,2004259000.0,Solar Panels,Install solar electric panels on roof of existing house with any upgrades  when applicable  specified by Design; To be interconnected with home electrical system.  JB-0216600   3.3 KW 11 Panels,8/11/17 11:31,2/11/18 0:00,108777.0
349730,1807582000.0,Solar Panels,install roof mounted solar system 23 panels 6.555kW,8/15/17 14:36,2/15/18 0:00,116767.0
349860,1803422000.0,Solar Panels,install roof mounted solar system 19 5.4kW,8/15/17 14:36,2/15/18 0:00,133788.0
349967,1901075000.0,Renovations - Exterior,Replace (3) Skylights  Replace Approx 20' of Fascia and soffit  Replace (1) section of shingles on left side of the home where skylights are being replaced  Replace (3) sections of Gutters.,8/25/17 14:28,2/25/18 0:00,85239.0
349976,1808248000.0,Solar Panels,install roof mounted solar system 32 panels 9.12kW,8/28/17 15:00,2/28/18 0:00,6741.0
350015,703517000.0,Removal of structure,Demo single story structure at 40 enterprise street. In it's place we applied for a permit to erect a 4 story  70 thousand sf training and office facility for local pipe fitters 537. ERT704584,9/21/17 15:26,3/21/18 0:00,54140.0
350041,2000414000.0,Solar Panels,Install solar electric panels on roof of existing house with any upgrades  when applicable  specified by Design; To be interconnected with home electrical system.  JB-0216615  7.8 KW 26 Panels,8/28/17 11:34,2/28/18 0:00,94838.0
350088,1806946000.0,Roofing,Strip and reroof entire house installing certainteed asphalt shingles in accordance with state and local codes,8/21/17 10:32,2/21/18 0:00,88928.0
350104,,Solar Panels,16 panel solar installation,4/29/11 15:08,10/29/11 0:00,0.0
350112,1807822000.0,Solar Panels,Install roof mounted solar system 15 panels 4.2 kW,9/7/17 15:38,3/7/18 0:00,76515.0
350195,1807818000.0,Solar Panels,install roof mounted solar system 16 panels 4.48kW,9/7/17 15:38,3/7/18 0:00,76508.0
350259,2005361000.0,Solar Panels,Installation of an interconnected rooftop solar system.    22 (280w)  Solar Modules     6.16 kW DC,8/23/17 14:29,2/23/18 0:00,43751.0
350372,2010491000.0,Roofing,Strip and reroof entire house install certainteed asphalt shingles in accordance with state and local codes,8/25/17 13:18,2/25/18 0:00,84796.0
350416,1806299001.0,Solar Panels,install roof mounted solar system 34 panels 9.69kW,8/28/17 15:00,2/28/18 0:00,69424.0
350435,1902903000.0,Solar Panels,Install solar electric panels on roof of existing house with any upgrades  when applicable  specified by Design; To be interconnected with home electrical system.  JB-0216620 7.5 KW 25 Panels,8/28/17 11:34,2/28/18 0:00,34769.0
350437,2011927000.0,Solar Panels,Install solar electric panels on roof of existing house with any upgrades  when applicable  specified by Design; To be interconnected with home electrical system.  JB-0216590  1.95 KW 6 Panels,8/28/17 11:34,2/28/18 0:00,57374.0
350458,304134000.0,Renovations -Interior  NSC,Removal of 5' drywall  door and frame  (salvage for reuse) of a 2' x 5' closet.Build a new  6' L GWB wall with the salvaged door & frame perpendicular to the old closet  New VCT flooring Patch GWB and paint.Install Tele/Data patch panel and a rack for a server,9/6/17 8:10,3/6/18 0:00,158047.0
350511,503544000.0,Renovations - Exterior,"Replace existing rubber roof with 1/2"" polyiso and 060 Carlisle roofing system. Replace 3 existing skylights with Velux curb mounted. Replace 1 Hatch with Bilco Hatch. Replace copper flashing at front mansard. Replace Slate Tiles at front mansard with Same Color Slate Tiles. Replace Rotted Trim on front mansard and Paint Same Color.",2/26/18 11:25,8/26/18 0:00,72981.0
350566,1900770000.0,Solar Panels,Installation of 18 Lg 330watt solar modules 5.94kw 270sqft,10/6/17 11:15,4/6/18 0:00,118516.0
350569,2007322001.0,Roofing,"strip roof shingles and re-roof per GAF specs (16 square)  ice and water shield 6' from fascia and 3' from rake boards and in valleys  install GAF deck armor to remainder of exposed sheathing  install soffit and ridge ventilation  install 1 replacement skylight - same size and location as existing - no structural changes  install 6"" gutters and downspouts",8/30/17 9:23,2/28/18 0:00,148830.0
350571,903778000.0,Solar Panels,"Install 17.98kW solar panels on roof. Will not exceed roof panel  but will add 6"" to roof height. 62 total panels.",9/1/17 9:29,3/1/18 0:00,342604.0
350633,1802774000.0,Solar Panels,Install roof mounted solar system 19 panels 5.415kW,9/7/17 15:38,3/7/18 0:00,79087.0
350634,1812282190.0,Solar Panels,install roof mounted solar system 23 panels 6.555kW,9/7/17 15:38,3/7/18 0:00,3063.0
350653,501392000.0,Renovations -Interior  NSC,Minor remodel to Sweetgreen. Work to include lighting changes  floor tiles  paint and mill work.,8/30/17 10:44,2/28/18 0:00,18371.0
350666,1901472000.0,Roofing,Strip and replace 1600 square feet of shingles to main home and replace one skylight.,9/7/17 8:58,3/7/18 0:00,45280.0
350698,1400186000.0,Solar Panels,Install solar electric panels on roof of existing house with any upgrades  when applicable  specified by Design; To be interconnected with home electrical system.  JB-0216611 3.2 KW 10 Panels,9/12/17 8:42,3/12/18 0:00,88299.0
350727,1603474000.0,Solar Panels,Install roof mounted solar system 12 panels 3.42kW,9/13/17 13:28,3/13/18 0:00,148762.0
350730,,Solar Panels,install solar system 21 panels 5.985kW,9/13/17 13:28,3/13/18 0:00,170615.0
350769,1803411000.0,Solar Panels,install roof mounted solar system 36 panels 10.36kW,9/13/17 13:28,3/13/18 0:00,133798.0
350854,1807799000.0,Solar Panels,install roof mounted solar system 14 panels 3.99kW,9/7/17 15:38,3/7/18 0:00,94941.0
350909,1812267026.0,Solar Panels,Install roof mounted solar system 46 panels 13.11kW,9/13/17 13:24,3/13/18 0:00,47986.0
350973,1600464000.0,Solar Panels,A 7.475kW-DC rooftop photovoltaic system is going to be installed on the site.,9/22/17 10:28,3/22/18 0:00,81882.0
350984,1702405000.0,Solar Panels,Invaleon Technologies Corp. will install an electricity grid-connected photovoltaic  solar power system with a capacity rated at approximately 5.525kW-DC.,9/22/17 10:25,3/22/18 0:00,66483.0
351042,502332000.0,Renovations - Exterior,*At the front of the building cut out expansion joint and seal with Tremco sealant.*cut and point brick joints at party wall !00%.*replace metal wall cap with copper.*sand prep  caulk and coat the head house !00% with patina green coating.,9/7/17 10:21,3/7/18 0:00,29154.0
351051,1605152000.0,Application to Correct a Vi,Replace curb  mulch and 2 trees for green zone,9/8/17 11:13,3/8/18 0:00,62331.0
351063,401835000.0,Interior/Exterior Work,Install 72 vinyl insulated windows with energy efficient glass.,10/25/17 10:27,4/25/18 0:00,106399.0
351148,1803003000.0,Solar Panels,install roof mounted solar system 23 panels 6.555kW,9/13/17 13:24,3/13/18 0:00,2744.0
351190,1701268000.0,Solar Panels,Install 8.38kW (25 panels) rooftop solar array,10/5/17 13:59,4/5/18 0:00,136199.0
351191,1807205000.0,Solar Panels,Install roof mounted solar system 22 panels 5.72kW,9/13/17 13:29,3/13/18 0:00,151254.0
351215,1812268040.0,Solar Panels,install roof mounted solar system 35 panels 9.975kW,9/13/17 13:24,3/13/18 0:00,84997.0
351288,1801236000.0,Solar Panels,Install roof mounted solar system 34 panels 9.52kW,9/13/17 13:24,3/13/18 0:00,92806.0
351341,1803583000.0,Solar Panels,Installation of a safe and code compliant  grid tied PV solar system on an existing residential roof. 28 Panels / 9.66 kW,9/18/17 13:04,3/18/18 0:00,116067.0
351342,1700994000.0,Roofing,Strip and reroof entire house install certainteed asphalt shingles in accordance with state and local codes,9/14/17 12:00,3/14/18 0:00,136665.0
351351,1802910000.0,Solar Panels,install roof mounted solar system 15 panels 4.275kw,9/15/17 13:57,3/15/18 0:00,1333.0
351406,1807876000.0,Solar Panels,Install roof mounted solar system 36 panels 10.36kW,9/15/17 13:57,3/15/18 0:00,19056.0
351407,1807877000.0,Solar Panels,Install roof mounted solar system 36 panels 10.36kW,9/15/17 13:57,3/15/18 0:00,19056.0
351432,,Interior/Exterior Work,"Add (3) deck mounted skylights on 3rd floor Bathroom 44 3/4"" x 45 3/4 "" (1) - Operating Bedroom 30 3/4"" x 45 3/4 "" (1) - OperatingStairway 30 3/4"" x 45 3/4"" (1) - Fixed",9/21/17 10:59,3/21/18 0:00,8048.0
351497,2009138000.0,Roofing,Strip and reroof entire house installing certainteed asphalt shingles in accordance with state and local codes,9/22/17 11:09,3/22/18 0:00,3221.0
351530,303635000.0,Special Events,Mobile trailer truck retail shop on the greenway for three -four days (September 21 2:30 to 7:30;  22 9:00AM to-3:30pm;&;; 29th 9am-6pm);,9/20/17 12:46,3/20/18 0:00,350756.0
351562,1002298000.0,Solar Panels,Install solar electric panels on roof of existing house with any upgrades  when applicable  specified by Design; To be interconnected with home electrical system.  JB-0202714 4.5 KW 14 Panels,9/29/17 11:32,3/29/18 0:00,63157.0
351570,2203856000.0,Solar Panels,Installation of an interconnected rooftop solar system.  15 (285w) Solar Modules  4.28 kW DC,9/25/17 14:15,3/25/18 0:00,104644.0
351669,1002101000.0,Solar Panels,24 solar installation on the roof,9/25/17 14:28,3/25/18 0:00,26387.0
351714,1807560000.0,Solar Panels,install roof mounted solar system 22 panels 6.27kW,9/22/17 12:24,3/22/18 0:00,116267.0
351871,1701191000.0,Roofing,Strip roof. Install ice and water shield and synthetic underlayment. Install architect type roofing shingles. Install new gutter on front of garage. Install new skylight. Paint both chimneys.,10/5/17 10:18,4/5/18 0:00,141439.0
351897,1812324006.0,Solar Panels,Install roof mounted solar system 11 panels 3.19kW,9/25/17 15:18,3/25/18 0:00,47755.0
351926,1702245000.0,Solar Panels,Install solar electric panels on roof of existing house with any upgrades  when applicable  specified by Design; To be interconnected with home electrical system.  JB-0216609 3.5 KW 11 Panels,9/29/17 11:32,3/29/18 0:00,136172.0
351931,1803562000.0,Solar Panels,Install solar electric panels on roof of existing house with any upgrades  when applicable  specified by Design; To be interconnected with home electrical system.  JB-0216631  4.8 KW 15 Panels,9/29/17 11:32,3/29/18 0:00,354469.0
352094,1800492000.0,Solar Panels,install roof mounted solar array 24 panels  7.2kW,9/28/17 9:20,3/28/18 0:00,48089.0
352142,1405010000.0,Solar Panels,22 solar panel installation on the rooftop,10/5/17 13:47,4/5/18 0:00,147549.0
352204,2005463000.0,Roofing,Strip and reroof entire house installing certainteed asphalt shingles in accordance with state and local codes,10/3/17 12:25,4/3/18 0:00,133827.0
352209,1808273000.0,Solar Panels,install roof mounted solar system 19 panels 5.51kW,10/4/17 14:07,4/4/18 0:00,126935.0
352239,,Solar Panels,A 24.85kW-DC grid-connected photovoltaic  solar power system is going to be installed on the roof.,12/13/17 15:18,6/13/18 0:00,165118.0
352372,1800455000.0,Siding,install roof mounted solar system 11 panels 3.08kW,10/4/17 14:07,4/4/18 0:00,87398.0
352419,1804256000.0,Solar Panels,Install roof mounted solar system 19 panels 5.51kW,10/4/17 14:07,4/4/18 0:00,15646.0
352507,1812969000.0,Solar Panels,"Install 6.67kW solar panels on roof. Will not exceed roof panel  but will add 6"" to roof height. 23 total panels.",10/10/17 10:10,4/10/18 0:00,95881.0
352553,,Solar Panels,Install 7.37kW (22 panels) roof top solar array,10/26/17 14:17,4/26/18 0:00,130678.0
352588,1806554000.0,Solar Panels,install a 4.93 kW DC solar electric system consisting of 17 solar panels onto existing roof structure,11/3/17 14:03,5/3/18 0:00,106376.0
352589,106266000.0,Solar Panels,install a 11.31 kW DC solar electric system consisting of 39 solar panels onto existing roof structure.,11/3/17 14:05,5/3/18 0:00,30364.0
352590,101153000.0,Solar Panels,install a 4.06 kW DC solar electric system consisting of 14 solar panels onto existing roof structure.,11/3/17 14:01,5/3/18 0:00,75343.0
352634,703640000.0,Roofing,EPDM Roof Renovation and installation of new fixed skylight where existing skylight is and 5 roof rafter,10/13/17 14:50,4/13/18 0:00,43648.0
